time,h,v
0,1,0
0.01,0.99955855,-0.0981
0.02,0.9981361000000002,-0.1962000000000001
0.03,0.9957326500000004,-0.2943000000000001
0.04,0.9923482000000008,-0.39239999999999997
0.05,0.9879827500000012,-0.4904999999999998
0.06,0.9826363000000014,-0.5885999999999997
0.07,0.9763088500000009,-0.6866999999999995
0.08,0.9690004000000005,-0.7847999999999994
0.09,0.9607109500000003,-0.8828999999999992
0.1,0.9514405000000001,-0.9809999999999991
0.11,0.9411890500000001,-1.0791
0.12,0.9299566000000001,-1.177200000000001
0.13,0.9177431500000003,-1.2753000000000019
0.14,0.9045487000000005,-1.3734000000000028
0.15,0.8903732500000009,-1.4715000000000038
0.16,0.8752168000000013,-1.5696000000000048
0.17,0.8590793500000008,-1.6677000000000057
0.18,0.8419609000000003,-1.7658000000000067
0.19,0.82386145,-1.8639000000000077
0.2,0.8047809999999997,-1.9620000000000086
0.21,0.7847195499999996,-2.0601000000000083
0.22,0.7636770999999996,-2.158200000000007
0.23,0.7416536499999996,-2.2563000000000057
0.24,0.7186491999999998,-2.3544000000000045
0.25,0.69466375,-2.4525000000000032
0.26,0.6696973000000004,-2.550600000000002
0.27,0.6437498500000008,-2.6487000000000007
0.28,0.6168214000000007,-2.7467999999999995
0.29,0.5889119500000003,-2.844899999999998
0.3,0.5600215,-2.942999999999997
0.31,0.5301500499999997,-3.0410999999999957
0.32,0.49929759999999956,-3.1391999999999944
0.33,0.4674641499999995,-3.237299999999993
0.34,0.4346496999999996,-3.335399999999992
0.35000000000000003,0.40085424999999975,-3.4334999999999907
0.36,0.3660778,-3.5315999999999894
0.37,0.33032035000000026,-3.629699999999988
0.38,0.2935819000000002,-3.727799999999987
0.39,0.2558624500000002,-3.8258999999999856
0.4,0.2171620000000003,-3.9239999999999844
0.41000000000000003,0.17748055000000051,-4.022099999999983
0.42,0.1368181000000007,-4.120199999999982
0.43,0.09517465000000083,-4.218299999999981
0.44,0.05255020000000105,-4.316399999999979
0.45,0.008944750000001257,-4.414499999999978
0.46,0.021569246999999892,3.042080999999985
0.47000000000000003,0.051548606999999746,2.943980999999986
0.48,0.08054696699999964,2.8458809999999874
0.49,0.1085643269999995,2.7477809999999887
0.5,0.13560068699999941,2.64968099999999
0.51,0.16165604699999933,2.551580999999991
0.52,0.18673040699999932,2.4534809999999925
0.53,0.21082376699999916,2.3553809999999937
0.54,0.2339361269999991,2.257280999999995
0.55,0.25606748699999915,2.1591809999999962
0.56,0.2772178469999993,2.0610809999999975
0.5700000000000001,0.2973872069999994,1.9629809999999979
0.58,0.31657556699999917,1.864880999999997
0.59,0.33478292699999906,1.766780999999996
0.6,0.35200928699999906,1.668680999999995
0.61,0.36825464699999916,1.570580999999994
0.62,0.38351900699999913,1.472480999999993
0.63,0.3978023669999989,1.374380999999992
0.64,0.4111047269999987,1.2762809999999911
0.65,0.4234260869999987,1.1781809999999902
0.66,0.4347664469999987,1.0800809999999892
0.67,0.44512580699999865,0.9819809999999884
0.68,0.45450416699999835,0.8838809999999886
0.6900000000000001,0.46290152699999815,0.7857809999999887
0.7000000000000001,0.47031788699999805,0.6876809999999889
0.71,0.47675324699999805,0.589580999999989
0.72,0.48220760699999815,0.4914809999999892
0.73,0.4866809669999979,0.3933809999999893
0.74,0.49017332699999766,0.29528099999998947
0.75,0.4926846869999975,0.19718099999998945
0.76,0.49421504699999746,0.09908099999998936
0.77,0.4947644069999975,0.000980999999989362
0.78,0.4943327669999975,-0.09711900000001064
0.79,0.4929201269999972,-0.19521900000001075
0.8,0.490526486999997,-0.29331900000001077
0.81,0.4871518469999969,-0.3914190000000106
0.8200000000000001,0.4827962069999969,-0.4895190000000105
0.8300000000000001,0.47745956699999703,-0.5876190000000103
0.84,0.4711419269999968,-0.6857190000000102
0.85,0.46384328699999655,-0.78381900000001
0.86,0.4555636469999964,-0.8819190000000099
0.87,0.44630300699999637,-0.9800190000000097
0.88,0.4360613669999964,-1.0781190000000105
0.89,0.42483872699999636,-1.1762190000000114
0.9,0.41263508699999607,-1.2743190000000124
0.91,0.3994504469999959,-1.3724190000000134
0.92,0.3852848069999958,-1.4705190000000143
0.93,0.3701381669999958,-1.5686190000000153
0.9400000000000001,0.3540105269999957,-1.6667190000000163
0.9500000000000001,0.33690188699999535,-1.7648190000000172
0.96,0.3188122469999951,-1.8629190000000182
0.97,0.29974160699999497,-1.9610190000000192
0.98,0.27968996699999493,-2.0591190000000186
0.99,0.25865732699999494,-2.1572190000000173
1,0.23664368699999475,-2.255319000000016
1.01,0.2136490469999946,-2.353419000000015
1.02,0.1896734069999944,-2.4515190000000135
1.03,0.16471676699999432,-2.5496190000000123
1.04,0.13877912699999423,-2.647719000000011
1.05,0.11186048699999407,-2.74581900000001
1.06,0.083960846999994,-2.8439190000000085
1.07,0.0550802069999939,-2.9420190000000073
1.08,0.025218566999993836,-3.040119000000006
1.09,0.002189886300000003,2.180076300000003
1.1,0.023549199300000042,2.0819763000000044
1.11,0.04392751230000009,1.9838763000000053
1.12,0.06332482530000014,1.8857763000000043
1.1300000000000001,0.08174113830000018,1.7876763000000033
1.1400000000000001,0.09917645130000022,1.6895763000000024
1.1500000000000001,0.11563076430000023,1.5914763000000014
1.16,0.1311040773000003,1.4933763000000004
1.17,0.1455963903000002,1.3952762999999995
1.18,0.15910770330000024,1.2971762999999985
1.19,0.1716380163000002,1.1990762999999975
1.2,0.18318732930000015,1.1009762999999966
1.21,0.1937556423000002,1.0028762999999956
1.22,0.20334295530000007,0.9047762999999958
1.23,0.21194926830000005,0.8066762999999959
1.24,0.21957458130000004,0.708576299999996
1.25,0.22621889429999995,0.6104762999999962
1.26,0.23188220729999995,0.5123762999999963
1.27,0.23656452029999991,0.4142762999999965
1.28,0.24026583329999984,0.31617629999999664
1.29,0.24298614629999987,0.21807629999999667
1.3,0.24472545929999978,0.11997629999999655
1.31,0.24548377229999974,0.02187629999999656
1.32,0.2452610852999998,-0.07622370000000345
1.33,0.24405739829999967,-0.17432370000000352
1.34,0.24187271129999965,-0.2724237000000036
1.35,0.23870702429999965,-0.37052370000000345
1.36,0.23456033729999956,-0.4686237000000033
1.37,0.22943265029999957,-0.5667237000000032
1.3800000000000001,0.22332396329999954,-0.664823700000003
1.3900000000000001,0.21623427629999947,-0.7629237000000029
1.4000000000000001,0.2081635892999995,-0.8610237000000027
1.41,0.19911190229999945,-0.9591237000000026
1.42,0.1890792152999994,-1.057223700000003
1.43,0.17806552829999944,-1.155323700000004
1.44,0.16607084129999933,-1.253423700000005
1.45,0.15309515429999931,-1.351523700000006
1.46,0.13913846729999924,-1.449623700000007
1.47,0.12420078029999915,-1.547723700000008
1.48,0.10828209329999906,-1.6458237000000089
1.49,0.09138240629999897,-1.7439237000000098
1.5,0.07350171929999888,-1.8420237000000108
1.51,0.05464003229999876,-1.9401237000000118
1.52,0.034797345299998644,-2.038223700000012
1.53,0.013973658299998524,-2.136323700000011
1.54,0.004601056770000021,1.5140655900000066
1.55,0.019300262670000085,1.4159655900000057
1.56,0.03301846857000014,1.3178655900000047
1.57,0.045755674470000174,1.2197655900000037
1.58,0.05751188037000021,1.1216655900000028
1.59,0.06828708627000024,1.0235655900000018
1.6,0.07808129217000026,0.9254655900000017
