time,h,v
1.884,0.0292136,0.785415
1.885,0.029999,0.775605
1.886,0.0307746,0.765795
1.887,0.0315404,0.755985
1.888,0.0322964,0.746175
1.889,0.0330426,0.736365
1.89,0.033779,0.726555
1.891,0.0345055,0.716745
1.892,0.0352223,0.706935
1.893,0.0359292,0.697125
1.894,0.0366263,0.687315
1.895,0.0373136,0.677505
1.896,0.0379911,0.667695
1.897,0.0386588,0.657885
1.898,0.0393167,0.648075
1.899,0.0399648,0.638265
1.9,0.0406031,0.628455
1.901,0.0412315,0.618645
1.902,0.0418502,0.608835
1.903,0.042459,0.599025
1.904,0.043058,0.589215
1.905,0.0436472,0.579405
1.906,0.0442266,0.569595
1.907,0.0447962,0.559785
1.908,0.045356,0.549975
1.909,0.045906,0.540165
1.91,0.0464462,0.530355
1.911,0.0469765,0.520545
1.912,0.0474971,0.510735
1.913,0.0480078,0.500925
1.914,0.0485087,0.491115
1.915,0.0489998,0.481305
1.916,0.0494812,0.471495
1.917,0.0499526,0.461685
1.918,0.0504143,0.451875
1.919,0.0508662,0.442065
1.92,0.0513083,0.432255
1.921,0.0517405,0.422445
1.922,0.052163,0.412635
1.923,0.0525756,0.402825
1.924,0.0529784,0.393015
1.925,0.0533714,0.383205
1.926,0.0537547,0.373395
1.927,0.054128,0.363585
1.928,0.0544916,0.353775
1.929,0.0548454,0.343965
1.93,0.0551894,0.334155
1.931,0.0555235,0.324345
1.932,0.0558479,0.314535
1.933,0.0561624,0.304725
1.934,0.0564671,0.294915
1.935,0.056762,0.285105
1.936,0.0570472,0.275295
1.937,0.0573224,0.265485
1.938,0.0575879,0.255675
1.939,0.0578436,0.245865
1.94,0.0580895,0.236055
1.941,0.0583255,0.226245
1.942,0.0585518,0.216435
1.943,0.0587682,0.206625
1.944,0.0589748,0.196815
1.945,0.0591716,0.187005
1.946,0.0593587,0.177195
1.947,0.0595358,0.167385
1.948,0.0597032,0.157575
1.949,0.0598608,0.147765
1.95,0.0600086,0.137955
1.951,0.0601465,0.128145
1.952,0.0602747,0.118335
1.953,0.060393,0.108525
1.954,0.0605015,0.0987151
1.955,0.0606002,0.0889051
1.956,0.0606892,0.0790951
1.957,0.0607682,0.0692851
1.958,0.0608375,0.0594751
1.959,0.060897,0.0496651
1.96,0.0609467,0.0398551
1.961,0.0609865,0.0300451
1.962,0.0610166,0.0202351
1.963,0.0610368,0.0104251
1.964,0.0610472,0.000615087
1.965,0.0610478,-0.00919491
1.966,0.0610387,-0.0190049
1.967,0.0610196,-0.0288149
1.968,0.0609908,-0.0386249
1.969,0.0609522,-0.0484349
1.97,0.0609038,-0.0582449
1.971,0.0608455,-0.0680549
1.972,0.0607775,-0.0778649
1.973,0.0606996,-0.0876749
1.974,0.0606119,-0.0974849
1.975,0.0605145,-0.107295
1.976,0.0604072,-0.117105
1.977,0.0602901,-0.126915
1.978,0.0601631,-0.136725
1.979,0.0600264,-0.146535
1.98,0.0598799,-0.156345
1.981,0.0597235,-0.166155
1.982,0.0595574,-0.175965
1.983,0.0593814,-0.185775
1.984,0.0591956,-0.195585
1.985,0.0590001,-0.205395
1.986,0.0587947,-0.215205
1.987,0.0585795,-0.225015
1.988,0.0583544,-0.234825
1.989,0.0581196,-0.244635
1.99,0.057875,-0.254445
1.991,0.0576205,-0.264255
1.992,0.0573563,-0.274065
1.993,0.0570822,-0.283875
1.994,0.0567983,-0.293685
1.995,0.0565047,-0.303495
1.996,0.0562012,-0.313305
1.997,0.0558879,-0.323115
1.998,0.0555647,-0.332925
1.999,0.0552318,-0.342735
2,0.0548891,-0.352545
2.001,0.0545365,-0.362355
2.002,0.0541742,-0.372165
2.003,0.053802,-0.381975
2.004,0.05342,-0.391785
2.005,0.0530283,-0.401595
2.006,0.0526267,-0.411405
2.007,0.0522153,-0.421215
2.008,0.051794,-0.431025
2.009,0.051363,-0.440835
2.01,0.0509222,-0.450645
2.011,0.0504715,-0.460455
2.012,0.0500111,-0.470265
2.013,0.0495408,-0.480075
2.014,0.0490607,-0.489885
2.015,0.0485709,-0.499695
2.016,0.0480712,-0.509505
2.017,0.0475617,-0.519315
2.018,0.0470423,-0.529125
2.019,0.0465132,-0.538935
2.02,0.0459743,-0.548745
2.021,0.0454255,-0.558555
2.022,0.044867,-0.568365
2.023,0.0442986,-0.578175
2.024,0.0437204,-0.587985
2.025,0.0431325,-0.597795
2.026,0.0425347,-0.607605
2.027,0.0419271,-0.617415
2.028,0.0413096,-0.627225
2.029,0.0406824,-0.637035
2.03,0.0400454,-0.646845
2.031,0.0393985,-0.656655
2.032,0.0387419,-0.666465
2.033,0.0380754,-0.676275
2.034,0.0373991,-0.686085
2.035,0.0367131,-0.695895
2.036,0.0360172,-0.705705
2.037,0.0353115,-0.715515
2.038,0.0345959,-0.725325
2.039,0.0338706,-0.735135
2.04,0.0331355,-0.744945
2.041,0.0323905,-0.754755
2.042,0.0316358,-0.764565
2.043,0.0308712,-0.774375
2.044,0.0300968,-0.784185
2.045,0.0293127,-0.793995
2.046,0.0285187,-0.803805
2.047,0.0277149,-0.813615
2.048,0.0269012,-0.823425
2.049,0.0260778,-0.833235
2.05,0.0252446,-0.843045
2.051,0.0244015,-0.852855
2.052,0.0235487,-0.862665
2.053,0.022686,-0.872475
2.054,0.0218135,-0.882285
2.055,0.0209313,-0.892095
2.056,0.0200392,-0.901905
2.057,0.0191373,-0.911715
2.058,0.0182255,-0.921525
2.059,0.017304,-0.931335
2.06,0.0163727,-0.941145
2.061,0.0154315,-0.950955
2.062,0.0144806,-0.960765
2.063,0.0135198,-0.970575
2.064,0.0125492,-0.980385
2.065,0.0115689,-0.990195
2.066,0.0105787,-1
2.067,0.00957866,-1.00981
2.068,0.00856884,-1.01962
2.069,0.00754922,-1.02943
2.07,0.00651978,-1.03924
2.071,0.00548054,-1.04905
2.072,0.00443148,-1.05886
2.073,0.00337262,-1.06867
2.074,0.00230394,-1.07848
2.075,0.00122546,-1.08829
2.076,0.000137164,-1.0981
2.077,-0.000960941,-1.10791
2.077,0,0.77554
2.078,0.00077554,0.76573
2.079,0.00154127,0.75592
2.08,0.00229719,0.74611
2.081,0.0030433,0.7363
2.082,0.0037796,0.72649
2.083,0.00450609,0.71668
2.084,0.00522277,0.70687
2.085,0.00592964,0.69706
2.086,0.0066267,0.68725
2.087,0.00731395,0.67744
2.088,0.00799139,0.66763
2.089,0.00865903,0.65782
2.09,0.00931685,0.64801
2.091,0.00996486,0.6382
2.092,0.0106031,0.62839
2.093,0.0112314,0.61858
2.094,0.01185,0.60877
2.095,0.0124588,0.59896
2.096,0.0130578,0.58915
2.097,0.0136469,0.57934
2.098,0.0142262,0.56953
2.099,0.0147958,0.55972
2.1,0.0153555,0.54991
2.101,0.0159054,0.5401
2.102,0.0164455,0.53029
2.103,0.0169758,0.52048
2.104,0.0174963,0.51067
2.105,0.018007,0.50086
2.106,0.0185078,0.49105
2.107,0.0189989,0.48124
2.108,0.0194801,0.47143
2.109,0.0199515,0.46162
2.11,0.0204132,0.45181
2.111,0.020865,0.442
2.112,0.021307,0.43219
2.113,0.0217392,0.42238
2.114,0.0221615,0.41257
2.115,0.0225741,0.40276
2.116,0.0229769,0.39295
2.117,0.0233698,0.38314
2.118,0.023753,0.37333
2.119,0.0241263,0.36352
2.12,0.0244898,0.35371
2.121,0.0248435,0.3439
2.122,0.0251874,0.33409
2.123,0.0255215,0.32428
2.124,0.0258458,0.31447
2.125,0.0261603,0.30466
2.126,0.0264649,0.29485
2.127,0.0267598,0.28504
2.128,0.0270448,0.27523
2.129,0.02732,0.26542
2.13,0.0275855,0.25561
2.131,0.0278411,0.2458
2.132,0.0280869,0.23599
2.133,0.0283229,0.22618
2.134,0.028549,0.21637
2.135,0.0287654,0.20656
2.136,0.028972,0.19675
2.137,0.0291687,0.18694
2.138,0.0293557,0.17713
2.139,0.0295328,0.16732
2.14,0.0297001,0.15751
2.141,0.0298576,0.1477
2.142,0.0300053,0.13789
2.143,0.0301432,0.12808
2.144,0.0302713,0.11827
2.145,0.0303896,0.10846
2.146,0.030498,0.0986504
2.147,0.0305967,0.0888404
2.148,0.0306855,0.0790304
2.149,0.0307646,0.0692204
2.15,0.0308338,0.0594104
2.151,0.0308932,0.0496004
2.152,0.0309428,0.0397904
2.153,0.0309826,0.0299804
2.154,0.0310126,0.0201704
2.155,0.0310327,0.0103604
2.156,0.0310431,0.000550439
2.157,0.0310436,-0.00925956
2.158,0.0310344,-0.0190696
2.159,0.0310153,-0.0288796
2.16,0.0309864,-0.0386896
2.161,0.0309477,-0.0484996
2.162,0.0308992,-0.0583096
2.163,0.0308409,-0.0681196
2.164,0.0307728,-0.0779296
2.165,0.0306949,-0.0877396
2.166,0.0306071,-0.0975496
2.167,0.0305096,-0.10736
2.168,0.0304022,-0.11717
2.169,0.0302851,-0.12698
2.17,0.0301581,-0.13679
2.171,0.0300213,-0.1466
2.172,0.0298747,-0.15641
2.173,0.0297183,-0.16622
2.174,0.0295521,-0.17603
2.175,0.029376,-0.18584
2.176,0.0291902,-0.19565
2.177,0.0289945,-0.20546
2.178,0.0287891,-0.21527
2.179,0.0285738,-0.22508
2.18,0.0283487,-0.23489
2.181,0.0281138,-0.2447
2.182,0.0278691,-0.25451
2.183,0.0276146,-0.26432
2.184,0.0273503,-0.27413
2.185,0.0270762,-0.28394
2.186,0.0267922,-0.29375
2.187,0.0264985,-0.30356
2.188,0.0261949,-0.31337
2.189,0.0258816,-0.32318
2.19,0.0255584,-0.33299
2.191,0.0252254,-0.3428
2.192,0.0248826,-0.35261
2.193,0.02453,-0.36242
2.194,0.0241676,-0.37223
2.195,0.0237953,-0.38204
2.196,0.0234133,-0.39185
2.197,0.0230215,-0.40166
2.198,0.0226198,-0.41147
2.199,0.0222083,-0.42128
2.2,0.021787,-0.43109
2.201,0.021356,-0.4409
2.202,0.0209151,-0.45071
2.203,0.0204643,-0.46052
2.204,0.0200038,-0.47033
2.205,0.0195335,-0.48014
2.206,0.0190534,-0.48995
2.207,0.0185634,-0.49976
2.208,0.0180636,-0.50957
2.209,0.0175541,-0.51938
2.21,0.0170347,-0.52919
2.211,0.0165055,-0.539
2.212,0.0159665,-0.54881
2.213,0.0154177,-0.55862
2.214,0.0148591,-0.56843
2.215,0.0142907,-0.57824
2.216,0.0137124,-0.58805
2.217,0.0131244,-0.59786
2.218,0.0125265,-0.60767
2.219,0.0119188,-0.61748
2.22,0.0113014,-0.62729
2.221,0.0106741,-0.6371
2.222,0.010037,-0.64691
2.223,0.00939005,-0.65672
2.224,0.00873333,-0.66653
2.225,0.0080668,-0.67634
2.226,0.00739047,-0.68615
2.227,0.00670432,-0.69596
2.228,0.00600836,-0.70577
2.229,0.00530259,-0.71558
2.23,0.00458701,-0.72539
2.231,0.00386162,-0.7352
2.232,0.00312642,-0.74501
2.233,0.00238141,-0.75482
2.234,0.00162659,-0.76463
2.235,0.000861959,-0.77444
2.236,8.75198e-05,-0.78425
2.237,-0.00069673,-0.79406
2.237,0,0.555842
2.238,0.000555842,0.546032
2.239,0.00110187,0.536222
2.24,0.0016381,0.526412
2.241,0.00216451,0.516602
2.242,0.00268111,0.506792
2.243,0.0031879,0.496982
2.244,0.00368488,0.487172
2.245,0.00417205,0.477362
2.246,0.00464942,0.467552
2.247,0.00511697,0.457742
2.248,0.00557471,0.447932
2.249,0.00602264,0.438122
2.25,0.00646076,0.428312
2.251,0.00688907,0.418502
2.252,0.00730758,0.408692
2.253,0.00771627,0.398882
2.254,0.00811515,0.389072
2.255,0.00850422,0.379262
2.256,0.00888348,0.369452
2.257,0.00925293,0.359642
2.258,0.00961258,0.349832
2.259,0.00996241,0.340022
2.26,0.0103024,0.330212
2.261,0.0106326,0.320402
2.262,0.010953,0.310592
2.263,0.0112636,0.300782
2.264,0.0115644,0.290972
2.265,0.0118554,0.281162
2.266,0.0121365,0.271352
2.267,0.0124079,0.261542
2.268,0.0126694,0.251732
2.269,0.0129212,0.241922
2.27,0.0131631,0.232112
2.271,0.0133952,0.222302
2.272,0.0136175,0.212492
2.273,0.01383,0.202682
2.274,0.0140327,0.192872
2.275,0.0142256,0.183062
2.276,0.0144086,0.173252
2.277,0.0145819,0.163442
2.278,0.0147453,0.153632
2.279,0.0148989,0.143822
2.28,0.0150428,0.134012
2.281,0.0151768,0.124202
2.282,0.015301,0.114392
2.283,0.0154154,0.104582
2.284,0.0155199,0.0947717
2.285,0.0156147,0.0849617
2.286,0.0156997,0.0751517
2.287,0.0157748,0.0653417
2.288,0.0158402,0.0555317
2.289,0.0158957,0.0457217
2.29,0.0159414,0.0359117
2.291,0.0159773,0.0261017
2.292,0.0160034,0.0162917
2.293,0.0160197,0.00648169
2.294,0.0160262,-0.00332831
2.295,0.0160229,-0.0131383
2.296,0.0160097,-0.0229483
2.297,0.0159868,-0.0327583
2.298,0.015954,-0.0425683
2.299,0.0159115,-0.0523783
2.3,0.0158591,-0.0621883
2.301,0.0157969,-0.0719983
2.302,0.0157249,-0.0818083
2.303,0.0156431,-0.0916183
2.304,0.0155515,-0.101428
2.305,0.0154501,-0.111238
2.306,0.0153388,-0.121048
2.307,0.0152178,-0.130858
2.308,0.0150869,-0.140668
2.309,0.0149462,-0.150478
2.31,0.0147958,-0.160288
2.311,0.0146355,-0.170098
2.312,0.0144654,-0.179908
2.313,0.0142855,-0.189718
2.314,0.0140958,-0.199528
2.315,0.0138962,-0.209338
2.316,0.0136869,-0.219148
2.317,0.0134677,-0.228958
2.318,0.0132388,-0.238768
2.319,0.013,-0.248578
2.32,0.0127514,-0.258388
2.321,0.012493,-0.268198
2.322,0.0122248,-0.278008
2.323,0.0119468,-0.287818
2.324,0.011659,-0.297628
2.325,0.0113614,-0.307438
2.326,0.011054,-0.317248
2.327,0.0107367,-0.327058
2.328,0.0104096,-0.336868
2.329,0.0100728,-0.346678
2.33,0.0097261,-0.356488
2.331,0.00936961,-0.366298
2.332,0.00900331,-0.376108
2.333,0.0086272,-0.385918
2.334,0.00824128,-0.395728
2.335,0.00784556,-0.405538
2.336,0.00744002,-0.415348
2.337,0.00702467,-0.425158
2.338,0.00659951,-0.434968
2.339,0.00616454,-0.444778
2.34,0.00571976,-0.454588
2.341,0.00526518,-0.464398
2.342,0.00480078,-0.474208
2.343,0.00432657,-0.484018
2.344,0.00384255,-0.493828
2.345,0.00334872,-0.503638
2.346,0.00284508,-0.513448
2.347,0.00233164,-0.523258
2.348,0.00180838,-0.533068
2.349,0.00127531,-0.542878
2.35,0.000732431,-0.552688
2.351,0.000179743,-0.562498
2.352,-0.000382755,-0.572308
2.352,0,0.400616
2.353,0.000400616,0.390806
2.354,0.000791422,0.380996
2.355,0.00117242,0.371186
2.356,0.0015436,0.361376
2.357,0.00190498,0.351566
2.358,0.00225654,0.341756
2.359,0.0025983,0.331946
2.36,0.00293025,0.322136
2.361,0.00325238,0.312326
2.362,0.00356471,0.302516
2.363,0.00386722,0.292706
2.364,0.00415993,0.282896
2.365,0.00444283,0.273086
2.366,0.00471591,0.263276
2.367,0.00497919,0.253466
2.368,0.00523265,0.243656
2.369,0.00547631,0.233846
2.37,0.00571015,0.224036
2.371,0.00593419,0.214226
2.372,0.00614842,0.204416
2.373,0.00635283,0.194606
2.374,0.00654744,0.184796
2.375,0.00673223,0.174986
2.376,0.00690722,0.165176
2.377,0.0070724,0.155366
2.378,0.00722776,0.145556
2.379,0.00737332,0.135746
2.38,0.00750906,0.125936
2.381,0.007635,0.116126
2.382,0.00775112,0.106316
2.383,0.00785744,0.0965058
2.384,0.00795395,0.0866958
2.385,0.00804064,0.0768858
2.386,0.00811753,0.0670758
2.387,0.0081846,0.0572658
2.388,0.00824187,0.0474558
2.389,0.00828933,0.0376458
2.39,0.00832697,0.0278358
2.391,0.00835481,0.0180258
2.392,0.00837283,0.00821582
2.393,0.00838105,-0.00159418
2.394,0.00837945,-0.0114042
2.395,0.00836805,-0.0212142
2.396,0.00834684,-0.0310242
2.397,0.00831581,-0.0408342
2.398,0.00827498,-0.0506442
2.399,0.00822433,-0.0604542
2.4,0.00816388,-0.0702642
2.401,0.00809361,-0.0800742
2.402,0.00801354,-0.0898842
2.403,0.00792366,-0.0996942
2.404,0.00782396,-0.109504
2.405,0.00771446,-0.119314
2.406,0.00759514,-0.129124
2.407,0.00746602,-0.138934
2.408,0.00732709,-0.148744
2.409,0.00717834,-0.158554
2.41,0.00701979,-0.168364
2.411,0.00685142,-0.178174
2.412,0.00667325,-0.187984
2.413,0.00648526,-0.197794
2.414,0.00628747,-0.207604
2.415,0.00607987,-0.217414
2.416,0.00586245,-0.227224
2.417,0.00563523,-0.237034
2.418,0.00539819,-0.246844
2.419,0.00515135,-0.256654
2.42,0.0048947,-0.266464
2.421,0.00462823,-0.276274
2.422,0.00435196,-0.286084
2.423,0.00406587,-0.295894
2.424,0.00376998,-0.305704
2.425,0.00346427,-0.315514
2.426,0.00314876,-0.325324
2.427,0.00282344,-0.335134
2.428,0.0024883,-0.344944
2.429,0.00214336,-0.354754
2.43,0.0017886,-0.364564
2.431,0.00142404,-0.374374
2.432,0.00104967,-0.384184
2.433,0.000665481,-0.393994
2.434,0.000271487,-0.403804
2.435,-0.000132317,-0.413614
2.435,0,0.28953
2.436,0.00028953,0.27972
2.437,0.00056925,0.26991
2.438,0.00083916,0.2601
2.439,0.00109926,0.25029
2.44,0.00134955,0.24048
2.441,0.00159003,0.23067
2.442,0.0018207,0.22086
2.443,0.00204156,0.21105
2.444,0.00225261,0.20124
2.445,0.00245385,0.19143
2.446,0.00264528,0.18162
2.447,0.0028269,0.17181
2.448,0.00299871,0.162
2.449,0.00316071,0.15219
2.45,0.0033129,0.14238
2.451,0.00345528,0.13257
2.452,0.00358785,0.12276
2.453,0.00371061,0.11295
2.454,0.00382356,0.10314
2.455,0.0039267,0.0933299
2.456,0.00402003,0.0835199
2.457,0.00410355,0.0737099
2.458,0.00417726,0.0638999
2.459,0.00424116,0.0540899
2.46,0.00429525,0.0442799
2.461,0.00433953,0.0344699
2.462,0.004374,0.0246599
2.463,0.00439866,0.0148499
2.464,0.00441351,0.00503993
2.465,0.00441855,-0.00477007
2.466,0.00441378,-0.0145801
2.467,0.0043992,-0.0243901
2.468,0.00437481,-0.0342001
2.469,0.00434061,-0.0440101
2.47,0.0042966,-0.0538201
2.471,0.00424278,-0.0636301
2.472,0.00417915,-0.0734401
2.473,0.00410571,-0.0832501
2.474,0.00402246,-0.0930601
2.475,0.0039294,-0.10287
2.476,0.00382653,-0.11268
2.477,0.00371385,-0.12249
2.478,0.00359136,-0.1323
2.479,0.00345906,-0.14211
2.48,0.00331695,-0.15192
2.481,0.00316503,-0.16173
2.482,0.0030033,-0.17154
2.483,0.00283176,-0.18135
2.484,0.00265041,-0.19116
2.485,0.00245925,-0.20097
2.486,0.00225828,-0.21078
2.487,0.0020475,-0.22059
2.488,0.00182691,-0.2304
2.489,0.00159651,-0.24021
2.49,0.0013563,-0.25002
2.491,0.00110628,-0.25983
2.492,0.000846446,-0.26964
2.493,0.000576806,-0.27945
2.494,0.000297356,-0.28926
2.495,8.09576e-06,-0.29907
2.496,-0.000290974,-0.30888
2.496,0,0.216216
2.497,0.000216216,0.206406
2.498,0.000422622,0.196596
2.499,0.000619218,0.186786
2.5,0.000806004,0.176976
2.501,0.00098298,0.167166
2.502,0.00115015,0.157356
2.503,0.0013075,0.147546
2.504,0.00145505,0.137736
2.505,0.00159278,0.127926
2.506,0.00172071,0.118116
2.507,0.00183883,0.108306
2.508,0.00194713,0.098496
2.509,0.00204563,0.088686
2.51,0.00213431,0.078876
2.511,0.00221319,0.069066
2.512,0.00228226,0.059256
2.513,0.00234151,0.049446
2.514,0.00239096,0.039636
2.515,0.00243059,0.029826
2.516,0.00246042,0.020016
2.517,0.00248044,0.010206
2.518,0.00249064,0.000396049
2.519,0.00249104,-0.00941395
2.52,0.00248163,-0.019224
2.521,0.0024624,-0.029034
2.522,0.00243337,-0.038844
2.523,0.00239452,-0.048654
2.524,0.00234587,-0.058464
2.525,0.00228741,-0.068274
2.526,0.00221913,-0.078084
2.527,0.00214105,-0.087894
2.528,0.00205315,-0.097704
2.529,0.00195545,-0.107514
2.53,0.00184794,-0.117324
2.531,0.00173061,-0.127134
2.532,0.00160348,-0.136944
2.533,0.00146653,-0.146754
2.534,0.00131978,-0.156564
2.535,0.00116322,-0.166374
2.536,0.000996842,-0.176184
2.537,0.000820658,-0.185994
2.538,0.000634664,-0.195804
2.539,0.00043886,-0.205614
2.54,0.000233246,-0.215424
2.541,1.78222e-05,-0.225234
2.542,-0.000207412,-0.235044
2.542,0,0.164531
2.543,0.000164531,0.154721
2.544,0.000319252,0.144911
2.545,0.000464162,0.135101
2.546,0.000599263,0.125291
2.547,0.000724554,0.115481
2.548,0.000840035,0.105671
2.549,0.000945705,0.0958608
2.55,0.00104157,0.0860508
2.551,0.00112762,0.0762408
2.552,0.00120386,0.0664308
2.553,0.00127029,0.0566208
2.554,0.00132691,0.0468108
2.555,0.00137372,0.0370008
2.556,0.00141072,0.0271908
2.557,0.00143791,0.0173808
2.558,0.00145529,0.00757077
2.559,0.00146286,-0.00223923
2.56,0.00146062,-0.0120492
2.561,0.00144857,-0.0218592
2.562,0.00142672,-0.0316692
2.563,0.00139505,-0.0414792
2.564,0.00135357,-0.0512892
2.565,0.00130228,-0.0610992
2.566,0.00124118,-0.0709092
2.567,0.00117027,-0.0807192
2.568,0.00108955,-0.0905292
2.569,0.000999021,-0.100339
2.57,0.000898681,-0.110149
2.571,0.000788532,-0.119959
2.572,0.000668573,-0.129769
2.573,0.000538804,-0.139579
2.574,0.000399224,-0.149389
2.575,0.000249835,-0.159199
2.576,9.0636e-05,-0.169009
2.577,-7.83732e-05,-0.178819
2.577,0,0.125173
2.578,0.000125173,0.115363
2.579,0.000240537,0.105553
2.58,0.00034609,0.0957435
2.581,0.000441834,0.0859335
2.582,0.000527767,0.0761235
2.583,0.000603891,0.0663135
2.584,0.000670204,0.0565035
2.585,0.000726708,0.0466935
2.586,0.000773401,0.0368835
2.587,0.000810285,0.0270735
2.588,0.000837358,0.0172635
2.589,0.000854622,0.00745346
2.59,0.000862075,-0.00235654
2.591,0.000859718,-0.0121665
2.592,0.000847552,-0.0219765
2.593,0.000825575,-0.0317865
2.594,0.000793789,-0.0415965
2.595,0.000752192,-0.0514065
2.596,0.000700786,-0.0612165
2.597,0.000639569,-0.0710265
2.598,0.000568543,-0.0808365
2.599,0.000487706,-0.0906465
2.6,0.00039706,-0.100457
2.601,0.000296603,-0.110267
2.602,0.000186337,-0.120077
2.603,6.62601e-05,-0.129887
2.604,-6.36265e-05,-0.139697
2.604,0,0
2.605,0,0
2.606,0,0
2.607,0,0
2.608,0,0
2.609,0,0
2.61,0,0
2.611,0,0
2.612,0,0
2.613,0,0
2.614,0,0
2.615,0,0
2.616,0,0
2.617,0,0
2.618,0,0
2.619,0,0
2.62,0,0
2.621,0,0
2.622,0,0
2.623,0,0
2.624,0,0
2.625,0,0
2.626,0,0
2.627,0,0
2.628,0,0
2.629,0,0
2.63,0,0
2.631,0,0
2.632,0,0
2.633,0,0
2.634,0,0
2.635,0,0
2.636,0,0
2.637,0,0
2.638,0,0
2.639,0,0
2.64,0,0
2.641,0,0
2.642,0,0
2.643,0,0
2.644,0,0
2.645,0,0
2.646,0,0
2.647,0,0
2.648,0,0
2.649,0,0
2.65,0,0
2.651,0,0
2.652,0,0
2.653,0,0
2.654,0,0
2.655,0,0
2.656,0,0
2.657,0,0
2.658,0,0
2.659,0,0
2.66,0,0
2.661,0,0
2.662,0,0
2.663,0,0
2.664,0,0
2.665,0,0
2.666,0,0
2.667,0,0
2.668,0,0
2.669,0,0
2.67,0,0
2.671,0,0
2.672,0,0
2.673,0,0
2.674,0,0
2.675,0,0
2.676,0,0
2.677,0,0
2.678,0,0
2.679,0,0
2.68,0,0
2.681,0,0
2.682,0,0
2.683,0,0
2.684,0,0
2.685,0,0
2.686,0,0
2.687,0,0
2.688,0,0
2.689,0,0
2.69,0,0
2.691,0,0
2.692,0,0
2.693,0,0
2.694,0,0
2.695,0,0
2.696,0,0
2.697,0,0
2.698,0,0
2.699,0,0
2.7,0,0
2.701,0,0
2.702,0,0
2.703,0,0
2.704,0,0
2.705,0,0
2.706,0,0
2.707,0,0
2.708,0,0
2.709,0,0
2.71,0,0
2.711,0,0
2.712,0,0
2.713,0,0
2.714,0,0
2.715,0,0
2.716,0,0
2.717,0,0
2.718,0,0
2.719,0,0
2.72,0,0
2.721,0,0
2.722,0,0
2.723,0,0
2.724,0,0
2.725,0,0
2.726,0,0
2.727,0,0
2.728,0,0
2.729,0,0
2.73,0,0
2.731,0,0
2.732,0,0
2.733,0,0
2.734,0,0
2.735,0,0
2.736,0,0
2.737,0,0
2.738,0,0
2.739,0,0
2.74,0,0
2.741,0,0
2.742,0,0
2.743,0,0
2.744,0,0
2.745,0,0
2.746,0,0
2.747,0,0
2.748,0,0
2.749,0,0
2.75,0,0
2.751,0,0
2.752,0,0
2.753,0,0
2.754,0,0
2.755,0,0
2.756,0,0
2.757,0,0
2.758,0,0
2.759,0,0
2.76,0,0
2.761,0,0
2.762,0,0
2.763,0,0
2.764,0,0
2.765,0,0
2.766,0,0
2.767,0,0
2.768,0,0
2.769,0,0
2.77,0,0
2.771,0,0
2.772,0,0
2.773,0,0
2.774,0,0
2.775,0,0
2.776,0,0
2.777,0,0
2.778,0,0
2.779,0,0
2.78,0,0
2.781,0,0
2.782,0,0
2.783,0,0
2.784,0,0
2.785,0,0
2.786,0,0
2.787,0,0
2.788,0,0
2.789,0,0
2.79,0,0
2.791,0,0
2.792,0,0
2.793,0,0
2.794,0,0
2.795,0,0
2.796,0,0
2.797,0,0
2.798,0,0
2.799,0,0
2.8,0,0
2.801,0,0
2.802,0,0
2.803,0,0
2.804,0,0
2.805,0,0
2.806,0,0
2.807,0,0
2.808,0,0
2.809,0,0
2.81,0,0
2.811,0,0
2.812,0,0
2.813,0,0
2.814,0,0
2.815,0,0
2.816,0,0
2.817,0,0
2.818,0,0
2.819,0,0
2.82,0,0
2.821,0,0
2.822,0,0
2.823,0,0
2.824,0,0
2.825,0,0
2.826,0,0
2.827,0,0
2.828,0,0
2.829,0,0
2.83,0,0
2.831,0,0
2.832,0,0
2.833,0,0
2.834,0,0
2.835,0,0
2.836,0,0
2.837,0,0
2.838,0,0
2.839,0,0
2.84,0,0
2.841,0,0
2.842,0,0
2.843,0,0
2.844,0,0
2.845,0,0
2.846,0,0
2.847,0,0
2.848,0,0
2.849,0,0
2.85,0,0
2.851,0,0
2.852,0,0
2.853,0,0
2.854,0,0
2.855,0,0
2.856,0,0
2.857,0,0
2.858,0,0
2.859,0,0
2.86,0,0
2.861,0,0
2.862,0,0
2.863,0,0
2.864,0,0
2.865,0,0
2.866,0,0
2.867,0,0
2.868,0,0
2.869,0,0
2.87,0,0
2.871,0,0
2.872,0,0
2.873,0,0
2.874,0,0
2.875,0,0
2.876,0,0
2.877,0,0
2.878,0,0
2.879,0,0
2.88,0,0
2.881,0,0
2.882,0,0
2.883,0,0
2.884,0,0
2.885,0,0
2.886,0,0
2.887,0,0
2.888,0,0
2.889,0,0
2.89,0,0
2.891,0,0
2.892,0,0
2.893,0,0
2.894,0,0
2.895,0,0
2.896,0,0
2.897,0,0
2.898,0,0
2.899,0,0
2.9,0,0
2.901,0,0
2.902,0,0
2.903,0,0
2.904,0,0
2.905,0,0
2.906,0,0
2.907,0,0
2.908,0,0
2.909,0,0
2.91,0,0
2.911,0,0
2.912,0,0
2.913,0,0
2.914,0,0
2.915,0,0
2.916,0,0
2.917,0,0
2.918,0,0
2.919,0,0
2.92,0,0
2.921,0,0
2.922,0,0
2.923,0,0
2.924,0,0
2.925,0,0
2.926,0,0
2.927,0,0
2.928,0,0
